X1,Y1,X2,Y2,object name,mpageid,X-centre,Y-centre,dimention,Y-Image Dimentions,X-Image Dimentions,has on the left,has on the right,has on the top,has on the bottom,has in the center,all_QIDs_x,wikidata_URL,all_QIDs_y,URI has on the left,all_QIDs_x,URI has on the right,all_QIDs_y,URI has on the top
109,214,131,286,person,M34030638.jpg,120.0,250.0,"(200, 300)",300,200,na,na,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,,,,
46,208,78,281,person,M34030638.jpg,62.0,244.5,"(200, 300)",300,200,na,na,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,,,,
156,219,194,285,person,M34030638.jpg,175.0,252.0,"(200, 300)",300,200,na,person,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
84,224,103,282,person,M34030638.jpg,93.5,253.0,"(200, 300)",300,200,na,na,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,,,,
17,247,87,290,bicycle,M34030638.jpg,52.0,268.5,"(200, 300)",300,200,bicycle,na,na,bicycle,na,Q11442,http://www.wikidata.org/entity/Q11442,Q11442,http://www.wikidata.org/entity/Q11442,,,,
126,246,199,297,motorcycle,M34030638.jpg,162.5,271.5,"(200, 300)",300,200,na,motorcycle,na,motorcycle,na,Q34493,http://www.wikidata.org/entity/Q34493,,,Q34493,http://www.wikidata.org/entity/Q34493,,
34,210,51,252,person,M34030638.jpg,42.5,231.0,"(200, 300)",300,200,person,na,na,person,na,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5,,,,
129,218,147,263,person,M34030638.jpg,138.0,240.5,"(200, 300)",300,200,na,person,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
12,201,31,218,bus,M34030638.jpg,21.5,209.5,"(200, 300)",300,200,bus,na,na,bus,na,Q5638,http://www.wikidata.org/entity/Q5638,Q5638,http://www.wikidata.org/entity/Q5638,,,,
71,209,80,236,person,M34030638.jpg,75.5,222.5,"(200, 300)",300,200,na,na,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,,,,
104,210,116,248,person,M34030638.jpg,110.0,229.0,"(200, 300)",300,200,na,na,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,,,,
71,254,130,306,clock,M34219048.jpg,100.5,280.0,"(200, 363)",363,200,na,na,na,clock,na,Q376,http://www.wikidata.org/entity/Q376,,,,,,
74,223,129,269,clock,M34219049.jpg,101.5,246.0,"(200, 324)",324,200,na,na,na,clock,na,Q376,http://www.wikidata.org/entity/Q376,,,,,,
60,16,76,61,remote,M3432546.JPG,68.0,38.5,"(198, 68)",68,198,na,na,na,na,remote,Q185091,http://www.wikidata.org/entity/Q185091,,,,,,
140,6,159,44,remote,M3432546.JPG,149.5,25.0,"(198, 68)",68,198,na,remote,na,na,na,Q185091,http://www.wikidata.org/entity/Q185091,,,Q185091,http://www.wikidata.org/entity/Q185091,,
155,12,180,54,remote,M3432546.JPG,167.5,33.0,"(198, 68)",68,198,na,remote,na,na,na,Q185091,http://www.wikidata.org/entity/Q185091,,,Q185091,http://www.wikidata.org/entity/Q185091,,
39,8,60,57,remote,M3432546.JPG,49.5,32.5,"(198, 68)",68,198,remote,na,na,na,na,Q185091,http://www.wikidata.org/entity/Q185091,Q185091,http://www.wikidata.org/entity/Q185091,,,,
20,13,43,65,remote,M3432546.JPG,31.5,39.0,"(198, 68)",68,198,remote,na,na,na,na,Q185091,http://www.wikidata.org/entity/Q185091,Q185091,http://www.wikidata.org/entity/Q185091,,,,
93,15,110,61,remote,M3432546.JPG,101.5,38.0,"(198, 68)",68,198,na,na,na,na,remote,Q185091,http://www.wikidata.org/entity/Q185091,,,,,,
172,4,198,62,remote,M3432546.JPG,185.0,33.0,"(198, 68)",68,198,na,remote,na,na,na,Q185091,http://www.wikidata.org/entity/Q185091,,,Q185091,http://www.wikidata.org/entity/Q185091,,
108,7,127,49,remote,M3432546.JPG,117.5,28.0,"(198, 68)",68,198,na,na,na,na,remote,Q185091,http://www.wikidata.org/entity/Q185091,,,,,,
127,16,146,57,remote,M3432546.JPG,136.5,36.5,"(198, 68)",68,198,na,remote,na,na,na,Q185091,http://www.wikidata.org/entity/Q185091,,,Q185091,http://www.wikidata.org/entity/Q185091,,
78,7,93,56,remote,M3432546.JPG,85.5,31.5,"(198, 68)",68,198,na,na,na,na,remote,Q185091,http://www.wikidata.org/entity/Q185091,,,,,,
1,7,26,64,remote,M3432546.JPG,13.5,35.5,"(198, 68)",68,198,remote,na,na,na,na,Q185091,http://www.wikidata.org/entity/Q185091,Q185091,http://www.wikidata.org/entity/Q185091,,,,
36,19,179,119,truck,M34384790.JPG,107.5,69.0,"(200, 133)",133,200,na,na,na,na,truck,Q43193,http://www.wikidata.org/entity/Q43193,,,,,,
37,56,151,128,bicycle,M34672033.jpg,94.0,92.0,"(199, 132)",132,199,na,na,na,bicycle,na,Q11442,http://www.wikidata.org/entity/Q11442,,,,,,
82,15,125,115,person,M34672033.jpg,103.5,65.0,"(199, 132)",132,199,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
142,15,179,95,person,M34672033.jpg,160.5,55.0,"(199, 132)",132,199,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
26,25,165,108,sandwich,M34950916.jpg,95.5,66.5,"(200, 133)",133,200,na,na,na,na,sandwich,Q28803,http://www.wikidata.org/entity/Q28803,,,,,,
23,22,183,111,dining,M34950916.jpg,103.0,66.5,"(200, 133)",133,200,na,na,na,na,dining,Q10578291,http://www.wikidata.org/entity/Q10578291,,,,,,
13,101,170,143,keyboard,M350965.jpg,91.5,122.0,"(200, 155)",155,200,na,na,na,keyboard,na,Q250,http://www.wikidata.org/entity/Q250,,,,,,
87,25,150,114,horse,M3511801.jpg,118.5,69.5,"(200, 139)",139,200,na,na,na,na,horse,Q726,http://www.wikidata.org/entity/Q726,,,,,,
124,66,185,124,horse,M3511801.jpg,154.5,95.0,"(200, 139)",139,200,na,horse,na,horse,na,Q726,http://www.wikidata.org/entity/Q726,,,Q726,http://www.wikidata.org/entity/Q726,,
44,28,134,90,boat,M35419812.jpg,89.0,59.0,"(200, 132)",132,200,na,na,na,na,boat,Q35872,http://www.wikidata.org/entity/Q35872,,,,,,
144,42,182,75,person,M35770.jpg,163.0,58.5,"(200, 150)",150,200,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
38,42,89,134,horse,M35770.jpg,63.5,88.0,"(200, 150)",150,200,na,na,na,na,horse,Q726,http://www.wikidata.org/entity/Q726,,,,,,
78,40,138,134,horse,M35770.jpg,108.0,87.0,"(200, 150)",150,200,na,na,na,na,horse,Q726,http://www.wikidata.org/entity/Q726,,,,,,
2,25,61,202,knife,M35981866.jpg,31.5,113.5,"(200, 258)",258,200,knife,na,na,na,na,Q32489,http://www.wikidata.org/entity/Q32489,Q32489,http://www.wikidata.org/entity/Q32489,,,,
21,31,194,208,banana,M35981866.jpg,107.5,119.5,"(200, 258)",258,200,na,na,na,na,banana,Q503,http://www.wikidata.org/entity/Q503,,,,,,
15,12,200,203,sandwich,M35981866.jpg,107.5,107.5,"(200, 258)",258,200,na,na,na,na,sandwich,Q28803,http://www.wikidata.org/entity/Q28803,,,,,,
160,59,189,76,motorcycle,M36679452.jpg,174.5,67.5,"(200, 112)",112,200,na,motorcycle,na,na,na,Q34493,http://www.wikidata.org/entity/Q34493,,,Q34493,http://www.wikidata.org/entity/Q34493,,
17,52,55,86,horse,M36679452.jpg,36.0,69.0,"(200, 112)",112,200,horse,na,na,na,na,Q726,http://www.wikidata.org/entity/Q726,Q726,http://www.wikidata.org/entity/Q726,,,,
104,51,117,73,person,M36679452.jpg,110.5,62.0,"(200, 112)",112,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
13,4,192,123,airplane,M36789577.jpg,102.5,63.5,"(200, 133)",133,200,na,na,na,na,airplane,Q197,http://www.wikidata.org/entity/Q197,,,,,,
175,71,200,131,person,M36789577.jpg,187.5,101.0,"(200, 133)",133,200,na,person,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
166,74,182,116,person,M36789577.jpg,174.0,95.0,"(200, 133)",133,200,na,person,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
57,15,123,95,cup,M37068596.jpg,90.0,55.0,"(200, 131)",131,200,na,na,na,na,cup,Q81727,http://www.wikidata.org/entity/Q81727,,,,,,
105,37,139,98,spoon,M37068596.jpg,122.0,67.5,"(200, 131)",131,200,na,na,na,na,spoon,Q81895,http://www.wikidata.org/entity/Q81895,,,,,,
18,10,174,124,dining,M37068596.jpg,96.0,67.0,"(200, 131)",131,200,na,na,na,na,dining,Q10578291,http://www.wikidata.org/entity/Q10578291,,,,,,
53,3,151,295,person,M38062847.jpg,102.0,149.0,"(200, 302)",302,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
39,155,72,272,tennis,M38062847.jpg,55.5,213.5,"(200, 302)",302,200,tennis,na,na,tennis,na,Q847,http://www.wikidata.org/entity/Q847,Q847,http://www.wikidata.org/entity/Q847,,,,
30,52,48,99,person,M38062847.jpg,39.0,75.5,"(200, 302)",302,200,person,na,person,na,na,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5
13,10,162,134,bus,M38086763.jpg,87.5,72.0,"(200, 143)",143,200,na,na,na,na,bus,Q5638,http://www.wikidata.org/entity/Q5638,,,,,,
16,18,53,56,bird,M38126487.jpg,34.5,37.0,"(200, 81)",81,200,bird,na,na,na,na,Q5113,http://www.wikidata.org/entity/Q5113,Q5113,http://www.wikidata.org/entity/Q5113,,,,
43,21,64,64,bird,M38126487.jpg,53.5,42.5,"(200, 81)",81,200,bird,na,na,na,na,Q5113,http://www.wikidata.org/entity/Q5113,Q5113,http://www.wikidata.org/entity/Q5113,,,,
35,15,178,119,truck,M38212977.JPG,106.5,67.0,"(200, 133)",133,200,na,na,na,na,truck,Q43193,http://www.wikidata.org/entity/Q43193,,,,,,
50,52,148,118,bus,M38628129.jpg,99.0,85.0,"(199, 132)",132,199,na,na,na,na,bus,Q5638,http://www.wikidata.org/entity/Q5638,,,,,,
160,77,170,105,person,M38628129.jpg,165.0,91.0,"(199, 132)",132,199,na,person,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
169,73,177,97,person,M38628129.jpg,173.0,85.0,"(199, 132)",132,199,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
178,77,194,111,person,M38628129.jpg,186.0,94.0,"(199, 132)",132,199,na,person,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
34,72,43,93,person,M38628129.jpg,38.5,82.5,"(199, 132)",132,199,person,na,na,na,na,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5,,,,
152,69,158,87,person,M38628129.jpg,155.0,78.0,"(199, 132)",132,199,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
46,70,51,91,person,M38628129.jpg,48.5,80.5,"(199, 132)",132,199,person,na,na,na,na,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5,,,,
26,72,32,88,person,M38628129.jpg,29.0,80.0,"(199, 132)",132,199,person,na,na,na,na,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5,,,,
18,43,178,92,airplane,M3872873.jpg,98.0,67.5,"(200, 134)",134,200,na,na,na,na,airplane,Q197,http://www.wikidata.org/entity/Q197,,,,,,
25,31,182,80,airplane,M39235750.jpg,103.5,55.5,"(200, 113)",113,200,na,na,na,na,airplane,Q197,http://www.wikidata.org/entity/Q197,,,,,,
60,12,140,256,vase,M39409389.jpg,100.0,134.0,"(200, 301)",301,200,na,na,na,na,vase,Q191851,http://www.wikidata.org/entity/Q191851,,,,,,
18,68,156,126,bus,M39532788.jpg,87.0,97.0,"(200, 140)",140,200,na,na,na,bus,na,Q5638,http://www.wikidata.org/entity/Q5638,,,,,,
43,75,133,124,truck,M40015849.jpg,88.0,99.5,"(200, 150)",150,200,na,na,na,truck,na,Q43193,http://www.wikidata.org/entity/Q43193,,,,,,
78,108,125,148,clock,M40169573.jpg,101.5,128.0,"(200, 209)",209,200,na,na,na,na,clock,Q376,http://www.wikidata.org/entity/Q376,,,,,,
19,17,184,187,remote,M40634538.jpg,101.5,102.0,"(200, 200)",200,200,na,na,na,na,remote,Q185091,http://www.wikidata.org/entity/Q185091,,,,,,
97,48,112,95,bottle,M4105892.jpg,104.5,71.5,"(200, 106)",106,200,na,na,na,bottle,na,Q80228,http://www.wikidata.org/entity/Q80228,,,,,,
81,49,98,95,bottle,M4105892.jpg,89.5,72.0,"(200, 106)",106,200,na,na,na,bottle,na,Q80228,http://www.wikidata.org/entity/Q80228,,,,,,
20,48,36,96,bottle,M4105892.jpg,28.0,72.0,"(200, 106)",106,200,bottle,na,na,bottle,na,Q80228,http://www.wikidata.org/entity/Q80228,Q80228,http://www.wikidata.org/entity/Q80228,,,,
64,49,80,94,bottle,M4105892.jpg,72.0,71.5,"(200, 106)",106,200,na,na,na,bottle,na,Q80228,http://www.wikidata.org/entity/Q80228,,,,,,
36,49,51,95,bottle,M4105892.jpg,43.5,72.0,"(200, 106)",106,200,bottle,na,na,bottle,na,Q80228,http://www.wikidata.org/entity/Q80228,Q80228,http://www.wikidata.org/entity/Q80228,,,,
7,46,21,97,bottle,M4105892.jpg,14.0,71.5,"(200, 106)",106,200,bottle,na,na,bottle,na,Q80228,http://www.wikidata.org/entity/Q80228,Q80228,http://www.wikidata.org/entity/Q80228,,,,
129,5,194,98,person,M4105892.jpg,161.5,51.5,"(200, 106)",106,200,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
86,66,198,246,person,M41095524.jpg,142.0,156.0,"(200, 264)",264,200,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
70,33,129,197,tennis,M41095524.jpg,99.5,115.0,"(200, 264)",264,200,na,na,na,na,tennis,Q847,http://www.wikidata.org/entity/Q847,,,,,,
89,38,103,98,toilet,M41105668.jpg,96.0,68.0,"(200, 126)",126,200,na,na,na,na,toilet,Q7857,http://www.wikidata.org/entity/Q7857,,,,,,
102,36,119,98,toilet,M41105668.jpg,110.5,67.0,"(200, 126)",126,200,na,na,na,na,toilet,Q7857,http://www.wikidata.org/entity/Q7857,,,,,,
117,35,140,104,toilet,M41105668.jpg,128.5,69.5,"(200, 126)",126,200,na,na,na,na,toilet,Q7857,http://www.wikidata.org/entity/Q7857,,,,,,
77,37,91,94,toilet,M41105668.jpg,84.0,65.5,"(200, 126)",126,200,na,na,na,na,toilet,Q7857,http://www.wikidata.org/entity/Q7857,,,,,,
138,22,189,116,toilet,M41105668.jpg,163.5,69.0,"(200, 126)",126,200,na,toilet,na,na,na,Q7857,http://www.wikidata.org/entity/Q7857,,,Q7857,http://www.wikidata.org/entity/Q7857,,
142,18,196,115,toilet,M41105668.jpg,169.0,66.5,"(200, 126)",126,200,na,toilet,na,na,na,Q7857,http://www.wikidata.org/entity/Q7857,,,Q7857,http://www.wikidata.org/entity/Q7857,,
0,31,42,78,person,M41579303.jpg,21.0,54.5,"(200, 134)",134,200,person,na,na,na,na,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5,,,,
107,33,189,134,person,M41579303.jpg,148.0,83.5,"(200, 134)",134,200,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
27,29,104,103,person,M41579303.jpg,65.5,66.0,"(200, 134)",134,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
57,20,80,73,person,M41579303.jpg,68.5,46.5,"(200, 134)",134,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
173,62,199,134,person,M41579303.jpg,186.0,98.0,"(200, 134)",134,200,na,person,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
91,15,113,42,person,M41579303.jpg,102.0,28.5,"(200, 134)",134,200,na,na,person,na,na,Q5,http://www.wikidata.org/entity/Q5,,,,,Q5,http://www.wikidata.org/entity/Q5
53,96,109,131,laptop,M41579303.jpg,81.0,113.5,"(200, 134)",134,200,na,na,na,laptop,na,Q3962,http://www.wikidata.org/entity/Q3962,,,,,,
24,51,154,108,bus,M41607603.JPG,89.0,79.5,"(200, 132)",132,200,na,na,na,na,bus,Q5638,http://www.wikidata.org/entity/Q5638,,,,,,
5,81,25,89,car,M41607603.JPG,15.0,85.0,"(200, 132)",132,200,car,na,na,na,na,Q1420,http://www.wikidata.org/entity/Q1420,Q1420,http://www.wikidata.org/entity/Q1420,,,,
113,71,125,97,person,M42053898.jpg,119.0,84.0,"(200, 133)",133,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
88,73,101,95,person,M42053898.jpg,94.5,84.0,"(200, 133)",133,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
153,75,165,88,bicycle,M42053898.jpg,159.0,81.5,"(200, 133)",133,200,na,bicycle,na,na,na,Q11442,http://www.wikidata.org/entity/Q11442,,,Q11442,http://www.wikidata.org/entity/Q11442,,
114,82,127,101,bicycle,M42053898.jpg,120.5,91.5,"(200, 133)",133,200,na,na,na,bicycle,na,Q11442,http://www.wikidata.org/entity/Q11442,,,,,,
101,68,107,82,person,M42053898.jpg,104.0,75.0,"(200, 133)",133,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
154,67,164,85,person,M42053898.jpg,159.0,76.0,"(200, 133)",133,200,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
175,68,183,84,person,M42053898.jpg,179.0,76.0,"(200, 133)",133,200,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
66,68,70,75,person,M42053898.jpg,68.0,71.5,"(200, 133)",133,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
165,67,171,81,person,M42053898.jpg,168.0,74.0,"(200, 133)",133,200,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
88,84,103,101,bicycle,M42053898.jpg,95.5,92.5,"(200, 133)",133,200,na,na,na,bicycle,na,Q11442,http://www.wikidata.org/entity/Q11442,,,,,,
88,78,102,100,person,M42053898.jpg,95.0,89.0,"(200, 133)",133,200,na,na,na,person,na,Q5,http://www.wikidata.org/entity/Q5,,,,,,
15,8,190,105,bicycle,M42131175.jpg,102.5,56.5,"(200, 125)",125,200,na,na,na,na,bicycle,Q11442,http://www.wikidata.org/entity/Q11442,,,,,,
52,0,180,122,truck,M42544577.jpg,116.0,61.0,"(200, 133)",133,200,na,na,na,na,truck,Q43193,http://www.wikidata.org/entity/Q43193,,,,,,
39,30,72,56,car,M42544577.jpg,55.5,43.0,"(200, 133)",133,200,car,na,na,na,na,Q1420,http://www.wikidata.org/entity/Q1420,Q1420,http://www.wikidata.org/entity/Q1420,,,,
0,42,52,116,car,M42544577.jpg,26.0,79.0,"(200, 133)",133,200,car,na,na,na,na,Q1420,http://www.wikidata.org/entity/Q1420,Q1420,http://www.wikidata.org/entity/Q1420,,,,
173,21,186,29,car,M42544577.jpg,179.5,25.0,"(200, 133)",133,200,na,car,car,na,na,Q1420,http://www.wikidata.org/entity/Q1420,,,Q1420,http://www.wikidata.org/entity/Q1420,Q1420,http://www.wikidata.org/entity/Q1420
7,8,149,122,elephant,M42935844.jpg,78.0,65.0,"(200, 133)",133,200,na,na,na,na,elephant,Q7378,http://www.wikidata.org/entity/Q7378,,,,,,
70,9,135,90,person,M43290467.jpg,102.5,49.5,"(200, 143)",143,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
17,45,80,113,person,M43290467.jpg,48.5,79.0,"(200, 143)",143,200,person,na,na,na,na,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5,,,,
155,68,188,112,person,M43290467.jpg,171.5,90.0,"(200, 143)",143,200,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
131,45,156,98,person,M43290467.jpg,143.5,71.5,"(200, 143)",143,200,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
11,49,27,94,person,M43290467.jpg,19.0,71.5,"(200, 143)",143,200,person,na,na,na,na,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5,,,,
83,83,119,105,skateboard,M43290467.jpg,101.0,94.0,"(200, 143)",143,200,na,na,na,na,skateboard,Q15783,http://www.wikidata.org/entity/Q15783,,,,,,
17,111,49,119,skateboard,M43290467.jpg,33.0,115.0,"(200, 143)",143,200,skateboard,na,na,skateboard,na,Q15783,http://www.wikidata.org/entity/Q15783,Q15783,http://www.wikidata.org/entity/Q15783,,,,
118,43,140,95,person,M43290467.jpg,129.0,69.0,"(200, 143)",143,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
74,50,92,89,person,M43290467.jpg,83.0,69.5,"(200, 143)",143,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
153,107,186,116,skateboard,M43290467.jpg,169.5,111.5,"(200, 143)",143,200,na,skateboard,na,skateboard,na,Q15783,http://www.wikidata.org/entity/Q15783,,,Q15783,http://www.wikidata.org/entity/Q15783,,
99,70,112,89,person,M43290467.jpg,105.5,79.5,"(200, 143)",143,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
129,19,180,87,cup,M43447057.jpg,154.5,53.0,"(200, 150)",150,200,na,cup,na,na,na,Q81727,http://www.wikidata.org/entity/Q81727,,,Q81727,http://www.wikidata.org/entity/Q81727,,
166,91,193,146,fork,M43447057.jpg,179.5,118.5,"(200, 150)",150,200,na,fork,na,fork,na,Q81881,http://www.wikidata.org/entity/Q81881,,,Q81881,http://www.wikidata.org/entity/Q81881,,
56,54,122,103,sandwich,M43447057.jpg,89.0,78.5,"(200, 150)",150,200,na,na,na,na,sandwich,Q28803,http://www.wikidata.org/entity/Q28803,,,,,,
144,89,169,141,knife,M43447057.jpg,156.5,115.0,"(200, 150)",150,200,na,knife,na,knife,na,Q32489,http://www.wikidata.org/entity/Q32489,,,Q32489,http://www.wikidata.org/entity/Q32489,,
146,86,170,137,fork,M43447057.jpg,158.0,111.5,"(200, 150)",150,200,na,fork,na,fork,na,Q81881,http://www.wikidata.org/entity/Q81881,,,Q81881,http://www.wikidata.org/entity/Q81881,,
168,90,197,146,knife,M43447057.jpg,182.5,118.0,"(200, 150)",150,200,na,knife,na,knife,na,Q32489,http://www.wikidata.org/entity/Q32489,,,Q32489,http://www.wikidata.org/entity/Q32489,,
17,14,172,119,motorcycle,M43468863.jpg,94.5,66.5,"(200, 133)",133,200,na,na,na,na,motorcycle,Q34493,http://www.wikidata.org/entity/Q34493,,,,,,
73,97,128,120,bench,M4366898.jpg,100.5,108.5,"(200, 133)",133,200,na,na,na,bench,na,Q204776,http://www.wikidata.org/entity/Q204776,,,,,,
21,40,179,325,wine,M43685557.jpg,100.0,182.5,"(200, 346)",346,200,na,na,na,na,wine,Q1531435,http://www.wikidata.org/entity/Q1531435,,,,,,
43,43,195,131,bed,M44051856.jpg,119.0,87.0,"(200, 133)",133,200,na,na,na,na,bed,Q42177,http://www.wikidata.org/entity/Q42177,,,,,,
15,21,178,196,bird,M44123667.jpg,96.5,108.5,"(200, 206)",206,200,na,na,na,na,bird,Q5113,http://www.wikidata.org/entity/Q5113,,,,,,
16,40,169,189,bird,M44123669.JPG,92.5,114.5,"(200, 194)",194,200,na,na,na,na,bird,Q5113,http://www.wikidata.org/entity/Q5113,,,,,,
6,76,59,129,fork,M44180967.JPG,32.5,102.5,"(200, 170)",170,200,fork,na,na,na,na,Q81881,http://www.wikidata.org/entity/Q81881,Q81881,http://www.wikidata.org/entity/Q81881,,,,
56,13,186,158,cake,M44180967.JPG,121.0,85.5,"(200, 170)",170,200,na,na,na,na,cake,Q13276,http://www.wikidata.org/entity/Q13276,,,,,,
11,12,191,122,truck,M4440785.jpg,101.0,67.0,"(200, 133)",133,200,na,na,na,na,truck,Q43193,http://www.wikidata.org/entity/Q43193,,,,,,
10,22,190,155,scissors,M44704958.jpg,100.0,88.5,"(200, 167)",167,200,na,na,na,na,scissors,Q40847,http://www.wikidata.org/entity/Q40847,,,,,,
127,39,137,62,person,M45246844.jpg,132.0,50.5,"(199, 133)",133,199,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
22,39,34,62,person,M45246844.jpg,28.0,50.5,"(199, 133)",133,199,person,na,na,na,na,Q5,http://www.wikidata.org/entity/Q5,Q5,http://www.wikidata.org/entity/Q5,,,,
168,51,173,62,person,M45246844.jpg,170.5,56.5,"(199, 133)",133,199,na,person,na,na,na,Q5,http://www.wikidata.org/entity/Q5,,,Q5,http://www.wikidata.org/entity/Q5,,
70,44,82,68,person,M45246844.jpg,76.0,56.0,"(199, 133)",133,199,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
16,9,140,139,cat,M45267619.jpg,78.0,74.0,"(200, 141)",141,200,na,na,na,na,cat,Q146,http://www.wikidata.org/entity/Q146,,,,,,
73,22,126,89,person,M45581404.jpg,99.5,55.5,"(200, 133)",133,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
127,25,190,117,cow,M45581404.jpg,158.5,71.0,"(200, 133)",133,200,na,cow,na,na,na,Q830,http://www.wikidata.org/entity/Q830,,,Q830,http://www.wikidata.org/entity/Q830,,
17,19,70,109,bicycle,M45581404.jpg,43.5,64.0,"(200, 133)",133,200,bicycle,na,na,na,na,Q11442,http://www.wikidata.org/entity/Q11442,Q11442,http://www.wikidata.org/entity/Q11442,,,,
20,26,68,116,zebra,M45581404.jpg,44.0,71.0,"(200, 133)",133,200,zebra,na,na,na,na,Q32789,http://www.wikidata.org/entity/Q32789,Q32789,http://www.wikidata.org/entity/Q32789,,,,
30,34,194,137,zebra,M4565837.jpg,112.0,85.5,"(200, 145)",145,200,na,na,na,na,zebra,Q32789,http://www.wikidata.org/entity/Q32789,,,,,,
164,92,189,111,bench,M45712482.jpg,176.5,101.5,"(199, 133)",133,199,na,bench,na,bench,na,Q204776,http://www.wikidata.org/entity/Q204776,,,Q204776,http://www.wikidata.org/entity/Q204776,,
19,50,182,284,fire,M47365952.JPG,100.5,167.0,"(200, 314)",314,200,na,na,na,na,fire,Q634299,http://www.wikidata.org/entity/Q634299,,,,,,
0,40,200,286,person,M47499525.jpg,100.0,163.0,"(200, 307)",307,200,na,na,na,na,person,Q5,http://www.wikidata.org/entity/Q5,,,,,,
79,232,127,305,tie,M47499525.jpg,103.0,268.5,"(200, 307)",307,200,na,na,na,tie,na,Q44416,http://www.wikidata.org/entity/Q44416,,,,,,
